/*Tiempo de exposicion:	0.24	0.3	0.42	0.6	0.9	1.2	1.5	1.8	2.1	2.4	3	4.2	6	9	12	15	18
/*Numero de Scans	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
/*Scans Ignorados	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/*Modo de Adquiquisicion	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 
/*Temperatura del detector	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
/*Red	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
/*Posicion del Contador	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000
/*Archivo:	barridoP_0050.OMAIII	barridoP_0051.OMAIII	barridoP_0052.OMAIII	barridoP_0053.OMAIII	barridoP_0054.OMAIII	barridoP_0055.OMAIII	barridoP_0056.OMAIII	barridoP_0057.OMAIII	barridoP_0058.OMAIII	barridoP_0059.OMAIII	barridoP_0060.OMAIII	barridoP_0061.OMAIII	barridoP_0062.OMAIII	barridoP_0063.OMAIII	barridoP_0064.OMAIII	barridoP_0065.OMAIII	barridoP_0066.OMAIII
349	89.0	92.0	100.0	111.0	130.0	149.0	167.0	186.0	205.0	224.0	262.0	336.0	450.0	634.0	818.0	1001.0	1180.0
350	81.0	85.0	92.0	103.0	122.0	140.0	160.0	178.0	197.0	215.0	253.0	328.0	439.0	622.0	804.0	986.0	1164.0
351	81.0	86.0	94.0	104.0	124.0	144.0	162.0	181.0	202.0	220.0	258.0	335.0	449.0	639.0	827.0	1012.0	1196.0
352	97.0	101.0	107.0	118.0	138.0	156.0	175.0	192.0	211.0	230.0	265.0	340.0	448.0	629.0	808.0	986.0	1161.0
353	93.0	97.0	105.0	117.0	138.0	157.0	177.0	197.0	217.0	236.0	277.0	356.0	474.0	670.0	864.0	1055.0	1245.0
354	79.0	82.0	90.0	101.0	122.0	141.0	161.0	181.0	200.0	220.0	259.0	336.0	453.0	645.0	837.0	1025.0	1212.0
355	79.0	82.0	89.0	102.0	120.0	139.0	157.0	176.0	196.0	213.0	252.0	327.0	440.0	623.0	807.0	990.0	1169.0
356	95.0	99.0	106.0	119.0	139.0	157.0	175.0	194.0	213.0	232.0	270.0	346.0	459.0	648.0	833.0	1017.0	1200.0
357	91.0	95.0	102.0	112.0	132.0	151.0	169.0	188.0	206.0	226.0	264.0	337.0	448.0	633.0	818.0	999.0	1178.0
358	79.0	82.0	91.0	102.0	121.0	140.0	159.0	178.0	196.0	216.0	253.0	328.0	440.0	626.0	810.0	993.0	1172.0
359	82.0	85.0	91.0	103.0	122.0	141.0	158.0	176.0	195.0	213.0	250.0	321.0	432.0	611.0	789.0	965.0	1140.0
360	98.0	101.0	109.0	122.0	140.0	158.0	177.0	195.0	217.0	234.0	271.0	347.0	460.0	646.0	832.0	1015.0	1196.0
361	91.0	95.0	101.0	112.0	131.0	148.0	166.0	184.0	203.0	220.0	254.0	328.0	434.0	609.0	786.0	957.0	1129.0
362	80.0	84.0	92.0	104.0	124.0	145.0	165.0	185.0	205.0	226.0	267.0	346.0	467.0	667.0	864.0	1060.0	1253.0
363	83.0	86.0	94.0	105.0	124.0	141.0	161.0	177.0	196.0	216.0	254.0	326.0	434.0	615.0	795.0	973.0	1149.0
364	96.0	99.0	107.0	118.0	138.0	157.0	176.0	195.0	215.0	232.0	271.0	346.0	461.0	648.0	834.0	1020.0	1202.0
365	89.0	93.0	101.0	112.0	130.0	149.0	167.0	185.0	204.0	222.0	259.0	334.0	442.0	625.0	806.0	985.0	1162.0
366	81.0	85.0	92.0	104.0	121.0	140.0	157.0	175.0	194.0	212.0	248.0	320.0	429.0	608.0	785.0	960.0	1135.0
367	81.0	83.0	91.0	102.0	122.0	141.0	160.0	180.0	199.0	218.0	255.0	333.0	446.0	635.0	822.0	1008.0	1191.0
368	95.0	98.0	106.0	117.0	136.0	154.0	172.0	190.0	208.0	226.0	263.0	336.0	444.0	623.0	802.0	979.0	1153.0
369	94.0	98.0	105.0	117.0	134.0	153.0	171.0	189.0	207.0	225.0	260.0	333.0	442.0	619.0	797.0	973.0	1147.0
370	81.0	86.0	93.0	106.0	125.0	145.0	165.0	184.0	204.0	223.0	263.0	340.0	458.0	651.0	842.0	1032.0	1218.0
371	83.0	87.0	93.0	104.0	121.0	140.0	157.0	176.0	194.0	212.0	246.0	318.0	425.0	602.0	776.0	950.0	1121.0
372	96.0	100.0	107.0	119.0	139.0	159.0	178.0	198.0	218.0	238.0	277.0	355.0	472.0	665.0	857.0	1047.0	1235.0
373	87.0	91.0	99.0	111.0	129.0	148.0	167.0	186.0	206.0	225.0	262.0	338.0	451.0	637.0	822.0	1006.0	1189.0
374	82.0	86.0	94.0	106.0	126.0	146.0	166.0	187.0	207.0	228.0	267.0	348.0	468.0	666.0	863.0	1058.0	1252.0
375	81.0	85.0	94.0	106.0	124.0	144.0	164.0	184.0	202.0	222.0	261.0	338.0	455.0	646.0	835.0	1024.0	1210.0
376	95.0	99.0	106.0	118.0	135.0	153.0	172.0	191.0	210.0	228.0	264.0	338.0	447.0	627.0	807.0	984.0	1160.0
377	88.0	92.0	100.0	112.0	132.0	151.0	170.0	189.0	209.0	228.0	267.0	344.0	460.0	651.0	841.0	1029.0	1214.0
378	78.0	81.0	88.0	100.0	119.0	137.0	155.0	175.0	193.0	212.0	250.0	322.0	433.0	615.0	797.0	976.0	1153.0
379	82.0	85.0	92.0	104.0	122.0	141.0	160.0	179.0	198.0	216.0	253.0	327.0	438.0	623.0	807.0	988.0	1167.0
380	92.0	96.0	103.0	114.0	134.0	152.0	170.0	188.0	207.0	225.0	262.0	335.0	445.0	625.0	805.0	984.0	1162.0
381	91.0	96.0	103.0	115.0	135.0	155.0	174.0	195.0	216.0	236.0	273.0	354.0	473.0	667.0	861.0	1052.0	1243.0
382	82.0	86.0	95.0	109.0	130.0	151.0	172.0	194.0	215.0	236.0	279.0	362.0	489.0	698.0	903.0	1106.0	1308.0
383	81.0	86.0	94.0	107.0	126.0	146.0	166.0	186.0	206.0	227.0	266.0	346.0	465.0	663.0	856.0	1050.0	1240.0
384	97.0	102.0	110.0	122.0	144.0	164.0	186.0	206.0	228.0	249.0	290.0	374.0	500.0	706.0	910.0	1112.0	1311.0
385	92.0	95.0	104.0	116.0	137.0	156.0	177.0	195.0	217.0	238.0	277.0	357.0	479.0	677.0	877.0	1071.0	1262.0
386	80.0	83.0	92.0	104.0	122.0	142.0	160.0	179.0	199.0	217.0	256.0	330.0	443.0	629.0	813.0	996.0	1177.0
387	80.0	84.0	92.0	103.0	123.0	142.0	161.0	180.0	199.0	218.0	256.0	330.0	444.0	630.0	817.0	1000.0	1180.0
388	95.0	99.0	106.0	116.0	136.0	154.0	173.0	191.0	211.0	228.0	265.0	338.0	450.0	630.0	810.0	988.0	1165.0
389	90.0	95.0	101.0	114.0	131.0	149.0	168.0	187.0	205.0	224.0	260.0	333.0	441.0	621.0	801.0	979.0	1155.0
390	81.0	86.0	95.0	108.0	127.0	149.0	170.0	190.0	212.0	232.0	274.0	357.0	481.0	686.0	890.0	1091.0	1291.0
391	86.0	91.0	100.0	114.0	137.0	161.0	182.0	205.0	228.0	250.0	295.0	386.0	522.0	744.0	968.0	1181.0	1393.0
392	96.0	99.0	106.0	118.0	137.0	155.0	174.0	192.0	212.0	231.0	269.0	344.0	455.0	641.0	823.0	1006.0	1185.0
393	90.0	93.0	101.0	113.0	132.0	151.0	171.0	189.0	209.0	228.0	265.0	340.0	454.0	641.0	827.0	1010.0	1192.0
394	79.0	83.0	91.0	101.0	121.0	137.0	156.0	175.0	193.0	213.0	249.0	322.0	431.0	611.0	791.0	969.0	1146.0
395	83.0	86.0	96.0	107.0	127.0	146.0	165.0	184.0	203.0	224.0	262.0	341.0	457.0	648.0	837.0	1026.0	1211.0
396	96.0	99.0	107.0	118.0	137.0	155.0	175.0	193.0	213.0	231.0	269.0	344.0	454.0	640.0	822.0	1004.0	1182.0
397	88.0	91.0	98.0	109.0	126.0	145.0	163.0	180.0	200.0	216.0	250.0	322.0	428.0	604.0	778.0	951.0	1122.0
398	79.0	83.0	90.0	101.0	119.0	137.0	155.0	175.0	193.0	210.0	246.0	319.0	427.0	607.0	785.0	961.0	1136.0
399	81.0	86.0	93.0	106.0	126.0	147.0	165.0	186.0	207.0	226.0	267.0	348.0	468.0	667.0	864.0	1058.0	1254.0
400	96.0	99.0	107.0	119.0	139.0	158.0	177.0	196.0	215.0	236.0	274.0	352.0	468.0	659.0	849.0	1039.0	1224.0
401	92.0	96.0	104.0	116.0	136.0	155.0	175.0	194.0	214.0	233.0	272.0	349.0	465.0	656.0	846.0	1034.0	1221.0
402	79.0	83.0	90.0	102.0	120.0	138.0	157.0	177.0	194.0	213.0	249.0	324.0	434.0	617.0	799.0	979.0	1155.0
403	83.0	86.0	95.0	107.0	125.0	145.0	163.0	184.0	202.0	222.0	263.0	339.0	450.0	643.0	823.0	1017.0	1198.0
404	96.0	100.0	108.0	118.0	138.0	155.0	175.0	194.0	213.0	231.0	269.0	344.0	454.0	640.0	822.0	1006.0	1184.0
405	88.0	92.0	100.0	111.0	130.0	149.0	167.0	185.0	206.0	224.0	261.0	335.0	446.0	630.0	811.0	992.0	1170.0
406	79.0	83.0	89.0	101.0	119.0	138.0	156.0	175.0	192.0	211.0	247.0	320.0	430.0	612.0	790.0	968.0	1144.0
407	82.0	87.0	94.0	107.0	125.0	145.0	164.0	183.0	203.0	223.0	260.0	339.0	454.0	644.0	833.0	1021.0	1206.0
408	99.0	103.0	112.0	124.0	145.0	166.0	186.0	207.0	228.0	249.0	291.0	373.0	497.0	704.0	905.0	1106.0	1308.0
409	90.0	93.0	101.0	112.0	132.0	150.0	169.0	188.0	207.0	226.0	264.0	339.0	452.0	639.0	824.0	1006.0	1187.0
410	81.0	85.0	92.0	105.0	124.0	144.0	165.0	184.0	205.0	225.0	264.0	343.0	463.0	659.0	854.0	1047.0	1235.0
411	82.0	85.0	93.0	105.0	124.0	144.0	163.0	181.0	202.0	221.0	260.0	337.0	452.0	643.0	830.0	1019.0	1203.0
412	97.0	101.0	108.0	120.0	139.0	158.0	176.0	196.0	215.0	234.0	272.0	347.0	459.0	646.0	831.0	1012.0	1194.0
413	91.0	96.0	103.0	116.0	136.0	154.0	174.0	194.0	214.0	233.0	271.0	348.0	465.0	656.0	845.0	1034.0	1220.0
414	79.0	83.0	91.0	103.0	122.0	141.0	161.0	181.0	200.0	219.0	258.0	335.0	452.0	643.0	832.0	1020.0	1205.0
415	84.0	89.0	96.0	108.0	128.0	148.0	168.0	189.0	209.0	229.0	269.0	348.0	467.0	663.0	859.0	1051.0	1243.0
416	96.0	102.0	110.0	124.0	147.0	170.0	192.0	215.0	238.0	260.0	306.0	395.0	530.0	751.0	973.0	1188.0	1404.0
417	93.0	98.0	107.0	122.0	147.0	169.0	193.0	217.0	240.0	265.0	312.0	406.0	546.0	779.0	1010.0	1238.0	1463.0
418	81.0	85.0	92.0	104.0	124.0	144.0	162.0	182.0	201.0	220.0	259.0	336.0	451.0	640.0	828.0	1012.0	1196.0
419	81.0	85.0	93.0	104.0	123.0	140.0	159.0	178.0	197.0	216.0	253.0	326.0	438.0	621.0	802.0	982.0	1161.0
420	96.0	101.0	108.0	119.0	139.0	158.0	178.0	198.0	217.0	237.0	274.0	352.0	467.0	657.0	846.0	1033.0	1220.0
421	94.0	97.0	108.0	121.0	145.0	169.0	193.0	215.0	239.0	263.0	308.0	401.0	541.0	769.0	997.0	1221.0	1441.0
422	80.0	83.0	92.0	103.0	122.0	142.0	161.0	179.0	198.0	217.0	256.0	333.0	444.0	633.0	820.0	1003.0	1186.0
423	81.0	86.0	93.0	105.0	125.0	143.0	164.0	183.0	202.0	222.0	261.0	338.0	454.0	647.0	836.0	1024.0	1210.0
424	96.0	100.0	106.0	119.0	139.0	157.0	176.0	197.0	215.0	235.0	273.0	349.0	463.0	654.0	842.0	1027.0	1211.0
425	93.0	97.0	106.0	118.0	138.0	159.0	178.0	200.0	220.0	240.0	281.0	364.0	484.0	685.0	885.0	1082.0	1275.0
426	78.0	82.0	90.0	102.0	120.0	140.0	159.0	178.0	197.0	216.0	253.0	329.0	441.0	628.0	813.0	994.0	1177.0
427	81.0	85.0	93.0	104.0	123.0	143.0	163.0	182.0	201.0	221.0	260.0	337.0	452.0	644.0	830.0	1018.0	1203.0
428	95.0	100.0	107.0	119.0	137.0	155.0	175.0	193.0	211.0	231.0	267.0	342.0	453.0	637.0	820.0	1002.0	1180.0
429	92.0	96.0	102.0	114.0	132.0	150.0	168.0	188.0	205.0	224.0	260.0	333.0	442.0	622.0	801.0	977.0	1154.0
430	79.0	83.0	92.0	102.0	122.0	141.0	159.0	179.0	198.0	218.0	255.0	332.0	445.0	633.0	821.0	1004.0	1188.0
431	83.0	88.0	96.0	109.0	127.0	149.0	170.0	189.0	210.0	230.0	271.0	351.0	476.0	674.0	872.0	1073.0	1267.0
432	98.0	101.0	110.0	122.0	142.0	161.0	182.0	201.0	220.0	241.0	280.0	358.0	477.0	670.0	864.0	1053.0	1243.0
433	92.0	95.0	103.0	114.0	133.0	152.0	168.0	188.0	207.0	224.0	261.0	334.0	444.0	624.0	806.0	983.0	1159.0
434	82.0	86.0	96.0	106.0	128.0	148.0	168.0	189.0	208.0	229.0	269.0	350.0	470.0	670.0	866.0	1062.0	1257.0
435	81.0	85.0	92.0	105.0	125.0	145.0	165.0	186.0	205.0	225.0	266.0	345.0	464.0	660.0	857.0	1049.0	1240.0
436	94.0	97.0	105.0	117.0	136.0	156.0	176.0	196.0	216.0	234.0	273.0	352.0	467.0	658.0	848.0	1037.0	1222.0
437	93.0	96.0	105.0	115.0	134.0	153.0	174.0	193.0	213.0	231.0	270.0	347.0	462.0	653.0	841.0	1026.0	1210.0
438	79.0	83.0	92.0	103.0	122.0	140.0	160.0	178.0	197.0	216.0	252.0	328.0	440.0	627.0	810.0	992.0	1173.0
439	82.0	86.0	94.0	106.0	126.0	146.0	166.0	186.0	206.0	226.0	266.0	345.0	464.0	663.0	857.0	1049.0	1239.0
440	97.0	100.0	109.0	120.0	137.0	156.0	174.0	193.0	211.0	230.0	266.0	339.0	449.0	628.0	809.0	986.0	1161.0
441	88.0	91.0	99.0	109.0	129.0	147.0	166.0	183.0	202.0	220.0	257.0	330.0	439.0	623.0	801.0	979.0	1155.0
442	82.0	85.0	94.0	105.0	123.0	143.0	162.0	181.0	201.0	219.0	259.0	334.0	447.0	635.0	823.0	1008.0	1188.0
443	80.0	84.0	91.0	105.0	123.0	141.0	161.0	180.0	199.0	218.0	257.0	332.0	445.0	635.0	820.0	1003.0	1185.0
444	96.0	100.0	108.0	120.0	139.0	159.0	178.0	199.0	219.0	237.0	276.0	355.0	471.0	663.0	854.0	1043.0	1229.0
445	92.0	96.0	105.0	116.0	138.0	157.0	178.0	199.0	219.0	239.0	280.0	361.0	483.0	683.0	881.0	1079.0	1271.0
446	79.0	83.0	90.0	102.0	121.0	139.0	159.0	177.0	197.0	215.0	252.0	327.0	440.0	625.0	809.0	990.0	1170.0
447	81.0	86.0	94.0	107.0	128.0	146.0	168.0	188.0	209.0	231.0	272.0	352.0	477.0	674.0	874.0	1073.0	1272.0
448	93.0	98.0	106.0	116.0	137.0	156.0	177.0	196.0	216.0	235.0	274.0	350.0	468.0	661.0	851.0	1039.0	1226.0
449	89.0	93.0	99.0	111.0	130.0	148.0	166.0	184.0	201.0	221.0	258.0	329.0	437.0	618.0	796.0	972.0	1146.0
450	79.0	82.0	90.0	103.0	122.0	141.0	159.0	179.0	197.0	218.0	255.0	331.0	447.0	635.0	823.0	1007.0	1190.0
451	82.0	86.0	94.0	105.0	124.0	142.0	162.0	180.0	199.0	219.0	256.0	332.0	444.0	631.0	815.0	997.0	1176.0
452	93.0	97.0	104.0	116.0	133.0	152.0	170.0	188.0	207.0	226.0	262.0	334.0	442.0	622.0	800.0	976.0	1149.0
453	92.0	96.0	104.0	115.0	133.0	153.0	172.0	191.0	210.0	229.0	266.0	343.0	456.0	642.0	826.0	1009.0	1191.0
454	79.0	84.0	90.0	103.0	123.0	142.0	163.0	182.0	202.0	221.0	261.0	338.0	456.0	650.0	841.0	1032.0	1222.0
455	82.0	85.0	93.0	104.0	122.0	142.0	160.0	181.0	200.0	218.0	256.0	332.0	446.0	633.0	820.0	1004.0	1186.0
456	96.0	99.0	107.0	118.0	138.0	157.0	177.0	195.0	216.0	235.0	273.0	350.0	465.0	653.0	842.0	1028.0	1211.0
457	92.0	95.0	104.0	117.0	136.0	156.0	176.0	195.0	216.0	235.0	273.0	352.0	469.0	664.0	856.0	1048.0	1234.0
458	78.0	81.0	90.0	101.0	118.0	137.0	156.0	175.0	193.0	211.0	248.0	323.0	433.0	615.0	796.0	976.0	1151.0
459	80.0	83.0	90.0	102.0	120.0	139.0	157.0	176.0	194.0	213.0	250.0	322.0	433.0	613.0	794.0	971.0	1147.0
460	98.0	102.0	110.0	123.0	144.0	165.0	185.0	206.0	227.0	248.0	290.0	372.0	497.0	701.0	904.0	1105.0	1304.0
461	93.0	98.0	106.0	118.0	138.0	160.0	181.0	202.0	222.0	243.0	284.0	366.0	489.0	692.0	894.0	1093.0	1292.0
462	79.0	82.0	92.0	102.0	121.0	140.0	159.0	179.0	198.0	216.0	253.0	329.0	442.0	628.0	814.0	998.0	1179.0
463	79.0	84.0	91.0	103.0	122.0	141.0	161.0	179.0	199.0	218.0	256.0	333.0	447.0	635.0	823.0	1006.0	1189.0
464	97.0	102.0	110.0	122.0	139.0	158.0	177.0	197.0	215.0	234.0	272.0	348.0	460.0	647.0	831.0	1009.0	1193.0
465	92.0	96.0	103.0	116.0	137.0	157.0	179.0	199.0	220.0	242.0	283.0	365.0	490.0	694.0	896.0	1096.0	1295.0
466	80.0	84.0	92.0	102.0	122.0	139.0	158.0	175.0	194.0	212.0	250.0	322.0	431.0	612.0	791.0	967.0	1142.0
467	81.0	85.0	92.0	102.0	122.0	140.0	158.0	176.0	195.0	213.0	250.0	323.0	432.0	613.0	791.0	968.0	1143.0
468	96.0	100.0	109.0	119.0	138.0	157.0	177.0	196.0	215.0	234.0	272.0	349.0	463.0	650.0	838.0	1023.0	1204.0
469	89.0	93.0	101.0	112.0	130.0	149.0	168.0	186.0	204.0	222.0	259.0	333.0	441.0	623.0	804.0	982.0	1158.0
470	82.0	86.0	94.0	105.0	126.0	146.0	165.0	186.0	207.0	226.0	265.0	344.0	463.0	658.0	852.0	1044.0	1234.0
471	81.0	85.0	93.0	104.0	124.0	142.0	162.0	180.0	200.0	218.0	256.0	331.0	445.0	630.0	815.0	998.0	1188.0
472	94.0	99.0	106.0	118.0	137.0	155.0	173.0	193.0	211.0	230.0	267.0	341.0	453.0	636.0	819.0	999.0	1177.0
473	92.0	96.0	103.0	115.0	132.0	152.0	170.0	189.0	208.0	227.0	262.0	336.0	447.0	630.0	810.0	991.0	1169.0
474	82.0	86.0	94.0	106.0	124.0	143.0	165.0	182.0	202.0	221.0	259.0	335.0	451.0	640.0	825.0	1011.0	1195.0
475	81.0	85.0	93.0	104.0	124.0	143.0	162.0	182.0	201.0	220.0	259.0	335.0	450.0	640.0	828.0	1014.0	1199.0
476	96.0	100.0	107.0	120.0	140.0	159.0	178.0	198.0	217.0	237.0	276.0	354.0	471.0	663.0	853.0	1043.0	1229.0
477	92.0	97.0	105.0	117.0	136.0	154.0	175.0	194.0	213.0	234.0	272.0	348.0	464.0	653.0	842.0	1029.0	1213.0
478	81.0	84.0	93.0	105.0	124.0	143.0	162.0	181.0	201.0	220.0	258.0	333.0	447.0	636.0	823.0	1008.0	1191.0
479	83.0	86.0	94.0	107.0	125.0	144.0	162.0	180.0	200.0	219.0	256.0	330.0	442.0	626.0	809.0	991.0	1169.0
480	96.0	101.0	109.0	120.0	140.0	159.0	179.0	198.0	218.0	238.0	276.0	355.0	471.0	664.0	855.0	1043.0	1231.0
481	92.0	96.0	103.0	115.0	135.0	154.0	173.0	193.0	212.0	232.0	270.0	348.0	463.0	652.0	845.0	1032.0	1217.0
482	81.0	87.0	95.0	108.0	130.0	152.0	173.0	196.0	216.0	239.0	283.0	369.0	499.0	714.0	926.0	1137.0	1344.0
483	84.0	86.0	95.0	105.0	125.0	142.0	162.0	181.0	199.0	217.0	255.0	329.0	440.0	621.0	804.0	983.0	1161.0
484	96.0	100.0	107.0	117.0	137.0	155.0	175.0	193.0	211.0	231.0	268.0	341.0	452.0	635.0	818.0	997.0	1175.0
485	90.0	93.0	103.0	113.0	132.0	150.0	170.0	187.0	205.0	224.0	261.0	335.0	446.0	629.0	810.0	990.0	1168.0
486	84.0	88.0	96.0	107.0	127.0	146.0	167.0	186.0	206.0	226.0	265.0	342.0	459.0	653.0	843.0	1033.0	1221.0
487	81.0	86.0	93.0	106.0	126.0	145.0	165.0	186.0	206.0	225.0	265.0	343.0	462.0	658.0	851.0	1043.0	1233.0
488	95.0	99.0	106.0	118.0	137.0	155.0	174.0	193.0	212.0	229.0	267.0	342.0	453.0	637.0	820.0	1001.0	1181.0
489	91.0	96.0	103.0	115.0	133.0	151.0	170.0	189.0	208.0	227.0	265.0	339.0	452.0	637.0	822.0	1002.0	1183.0
490	81.0	85.0	93.0	105.0	124.0	143.0	162.0	182.0	201.0	220.0	259.0	335.0	451.0	639.0	828.0	1014.0	1198.0
491	82.0	85.0	93.0	105.0	125.0	144.0	164.0	182.0	201.0	222.0	261.0	336.0	451.0	641.0	829.0	1015.0	1201.0
492	95.0	99.0	108.0	120.0	140.0	161.0	182.0	202.0	223.0	243.0	284.0	365.0	486.0	688.0	887.0	1083.0	1278.0
493	94.0	98.0	106.0	117.0	136.0	155.0	174.0	193.0	212.0	230.0	268.0	344.0	456.0	644.0	828.0	1010.0	1192.0
494	80.0	84.0	92.0	104.0	122.0	142.0	162.0	180.0	201.0	219.0	257.0	334.0	450.0	639.0	827.0	1012.0	1197.0
495	82.0	88.0	95.0	107.0	126.0	147.0	167.0	187.0	206.0	226.0	266.0	344.0	462.0	658.0	851.0	1042.0	1231.0
496	95.0	99.0	106.0	118.0	136.0	154.0	173.0	192.0	211.0	229.0	265.0	340.0	448.0	630.0	811.0	989.0	1166.0
497	92.0	96.0	105.0	117.0	135.0	156.0	177.0	196.0	217.0	236.0	275.0	354.0	472.0	670.0	862.0	1053.0	1242.0
498	80.0	85.0	92.0	104.0	123.0	143.0	163.0	183.0	203.0	223.0	261.0	341.0	458.0	654.0	845.0	1035.0	1223.0
499	84.0	88.0	97.0	108.0	128.0	147.0	166.0	187.0	207.0	227.0	265.0	343.0	460.0	654.0	846.0	1036.0	1223.0
500	96.0	99.0	108.0	120.0	141.0	159.0	180.0	199.0	220.0	241.0	279.0	357.0	479.0	673.0	866.0	1057.0	1248.0
501	90.0	92.0	101.0	113.0	131.0	151.0	170.0	189.0	208.0	227.0	266.0	341.0	455.0	642.0	828.0	1011.0	1193.0
502	82.0	86.0	94.0	105.0	125.0	145.0	164.0	183.0	203.0	222.0	262.0	339.0	453.0	645.0	834.0	1021.0	1206.0
503	84.0	88.0	97.0	108.0	128.0	147.0	169.0	190.0	209.0	230.0	268.0	348.0	467.0	663.0	857.0	1051.0	1241.0
504	100.0	104.0	112.0	123.0	142.0	160.0	180.0	200.0	219.0	239.0	276.0	353.0	467.0	655.0	842.0	1026.0	1208.0
505	91.0	95.0	104.0	116.0	135.0	153.0	172.0	192.0	211.0	229.0	269.0	344.0	459.0	646.0	832.0	1019.0	1201.0
506	78.0	83.0	90.0	101.0	119.0	138.0	157.0	175.0	194.0	211.0	249.0	323.0	432.0	614.0	796.0	973.0	1150.0
507	83.0	86.0	94.0	106.0	125.0	144.0	163.0	182.0	201.0	221.0	259.0	334.0	447.0	635.0	820.0	1005.0	1187.0
508	97.0	102.0	111.0	123.0	145.0	166.0	188.0	210.0	232.0	253.0	295.0	381.0	509.0	719.0	928.0	1136.0	1340.0
509	94.0	97.0	105.0	116.0	135.0	155.0	174.0	192.0	212.0	231.0	269.0	344.0	457.0	643.0	828.0	1010.0	1192.0
510	81.0	85.0	93.0	104.0	124.0	143.0	163.0	182.0	201.0	220.0	259.0	335.0	450.0	640.0	827.0	1013.0	1197.0
511	82.0	85.0	93.0	106.0	125.0	146.0	165.0	186.0	206.0	226.0	266.0	345.0	464.0	660.0	855.0	1048.0	1239.0
512	95.0	99.0	107.0	119.0	140.0	159.0	179.0	199.0	219.0	239.0	280.0	359.0	477.0	675.0	868.0	1062.0	1254.0
513	93.0	96.0	105.0	118.0	138.0	159.0	179.0	198.0	220.0	239.0	280.0	360.0	482.0	681.0	878.0	1076.0	1268.0
514	79.0	83.0	90.0	102.0	120.0	138.0	156.0	175.0	194.0	213.0	249.0	322.0	431.0	613.0	792.0	970.0	1146.0
515	78.0	82.0	90.0	101.0	119.0	138.0	157.0	176.0	195.0	214.0	249.0	325.0	436.0	621.0	802.0	985.0	1164.0
516	94.0	98.0	106.0	116.0	136.0	155.0	174.0	195.0	213.0	232.0	272.0	347.0	462.0	650.0	839.0	1024.0	1208.0
517	95.0	97.0	105.0	117.0	135.0	153.0	174.0	191.0	210.0	228.0	266.0	340.0	452.0	634.0	816.0	997.0	1173.0
518	81.0	85.0	92.0	104.0	123.0	142.0	161.0	180.0	199.0	216.0	255.0	330.0	442.0	629.0	813.0	997.0	1179.0
519	79.0	83.0	90.0	101.0	120.0	139.0	158.0	176.0	195.0	213.0	250.0	324.0	435.0	616.0	799.0	977.0	1155.0
520	96.0	99.0	107.0	118.0	138.0	155.0	173.0	192.0	211.0	230.0	267.0	340.0	451.0	632.0	814.0	993.0	1170.0
521	93.0	96.0	105.0	115.0	135.0	154.0	174.0	193.0	211.0	231.0	269.0	346.0	460.0	648.0	836.0	1021.0	1205.0
522	82.0	86.0	93.0	105.0	124.0	142.0	163.0	181.0	200.0	220.0	258.0	333.0	448.0	635.0	822.0	1006.0	1189.0
523	80.0	85.0	91.0	103.0	122.0	140.0	160.0	178.0	197.0	215.0	253.0	328.0	438.0	625.0	807.0	988.0	1166.0
524	93.0	96.0	104.0	115.0	135.0	153.0	172.0	192.0	210.0	230.0	267.0	341.0	453.0	639.0	822.0	1004.0	1185.0
525	93.0	98.0	106.0	117.0	135.0	154.0	173.0	192.0	210.0	230.0	267.0	342.0	453.0	639.0	822.0	1004.0	1184.0
526	79.0	82.0	92.0	104.0	123.0	144.0	163.0	183.0	202.0	223.0	263.0	341.0	461.0	657.0	850.0	1044.0	1234.0
527	82.0	87.0	96.0	107.0	127.0	147.0	168.0	188.0	208.0	229.0	269.0	350.0	470.0	669.0	867.0	1062.0	1254.0
528	96.0	100.0	106.0	117.0	135.0	153.0	171.0	189.0	207.0	225.0	261.0	333.0	439.0	617.0	792.0	966.0	1139.0
529	91.0	96.0	104.0	116.0	136.0	155.0	176.0	197.0	217.0	236.0	276.0	355.0	475.0	672.0	867.0	1060.0	1252.0
530	81.0	86.0	93.0	105.0	125.0	143.0	164.0	184.0	204.0	223.0	262.0	341.0	458.0	651.0	842.0	1032.0	1221.0
531	82.0	86.0	94.0	106.0	127.0	146.0	167.0	186.0	207.0	227.0	268.0	349.0	469.0	667.0	864.0	1060.0	1253.0
532	97.0	101.0	109.0	122.0	143.0	163.0	183.0	204.0	225.0	246.0	286.0	367.0	489.0	690.0	890.0	1086.0	1283.0
533	92.0	95.0	104.0	116.0	136.0	156.0	176.0	198.0	215.0	237.0	277.0	356.0	475.0	672.0	867.0	1059.0	1252.0
534	82.0	86.0	95.0	106.0	127.0	146.0	166.0	187.0	207.0	226.0	267.0	347.0	465.0	661.0	857.0	1049.0	1239.0
