/* Tiempo de exposicion:	12	9	9	6	6
/* Numero de Scans	1	1	1	1	1
/* Scans Ignorados	0	0	0	0	0
/* Modo de Adquiquisicion	1 	1 	1 	1 	1 
/* Temperatura del detector	0 	0 	0 	0 	0 
/*Red	1	1	1	1	1
/*Posicion del Contador	950	950	950	950	950
/*Archivo:	barridoP_0008.OMAIII	barridoP_0018.OMAIII	barridoP_0028.OMAIII	barridoP_0038.OMAIII	barridoP_0048.OMAIII
526	923.0	702.0	766.0	491.0	555.0
527	923.0	714.0	767.0	502.0	566.0
528	834.0	655.0	693.0	471.0	539.0
529	898.0	706.0	727.0	506.0	556.0
530	866.0	687.0	695.0	488.0	520.0
531	885.0	709.0	708.0	500.0	516.0
532	911.0	740.0	727.0	519.0	528.0
533	888.0	735.0	710.0	506.0	513.0
534	877.0	736.0	698.0	498.0	501.0
535	854.0	714.0	680.0	489.0	488.0
536	879.0	729.0	705.0	514.0	509.0
537	849.0	703.0	681.0	501.0	491.0
538	852.0	695.0	681.0	502.0	489.0
539	827.0	666.0	662.0	485.0	478.0
540	909.0	722.0	725.0	525.0	525.0
541	893.0	703.0	711.0	513.0	511.0
542	861.0	676.0	685.0	495.0	488.0
543	830.0	655.0	666.0	486.0	473.0
544	850.0	675.0	685.0	513.0	492.0
545	862.0	693.0	699.0	531.0	501.0
546	866.0	699.0	700.0	528.0	503.0
547	821.0	657.0	663.0	501.0	488.0
548	871.0	696.0	701.0	532.0	518.0
549	876.0	698.0	705.0	526.0	511.0
550	828.0	658.0	668.0	477.0	475.0
551	910.0	721.0	731.0	507.0	517.0
552	883.0	700.0	723.0	487.0	511.0
553	913.0	711.0	755.0	499.0	535.0
554	847.0	658.0	702.0	467.0	516.0
555	861.0	667.0	708.0	482.0	530.0
556	913.0	704.0	748.0	524.0	555.0
557	880.0	685.0	722.0	522.0	540.0
558	863.0	671.0	697.0	503.0	524.0
559	831.0	650.0	668.0	482.0	495.0
560	885.0	694.0	707.0	514.0	518.0
561	833.0	652.0	667.0	492.0	485.0
562	841.0	652.0	673.0	496.0	479.0
563	828.0	641.0	667.0	495.0	473.0
564	882.0	685.0	716.0	520.0	509.0
565	835.0	654.0	687.0	487.0	493.0
566	849.0	671.0	688.0	492.0	511.0
567	834.0	660.0	671.0	475.0	498.0
568	874.0	689.0	704.0	495.0	511.0
569	902.0	701.0	726.0	500.0	519.0
570	861.0	660.0	699.0	468.0	492.0
571	862.0	665.0	707.0	471.0	504.0
572	844.0	663.0	692.0	470.0	516.0
573	893.0	704.0	725.0	496.0	538.0
574	839.0	662.0	680.0	473.0	500.0
575	857.0	676.0	690.0	489.0	508.0
576	872.0	693.0	702.0	513.0	518.0
577	824.0	656.0	660.0	487.0	483.0
578	860.0	680.0	680.0	499.0	492.0
579	830.0	662.0	660.0	483.0	473.0
580	866.0	704.0	692.0	503.0	499.0
581	820.0	670.0	653.0	474.0	471.0
582	836.0	672.0	666.0	478.0	472.0
583	927.0	732.0	739.0	526.0	521.0
584	851.0	678.0	689.0	496.0	494.0
